,데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
0,2024-03-21 15:04,ICW0W2100481,10,4,1277,5282,21.9,32,72,68
1,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2,2024-03-21 15:04,ICW0W2100582,28,10,694,119,23.1,20,71,94
3,2024-03-21 15:04,ICW0W2100579,9,3,0,446,25.3,13,61,87
4,2024-03-21 15:05,ICW0W2100562,27,14,581,4762,24.6,15,68,62
5,2024-03-21 15:04,ICW0W2100560,13,4,582,6000,23.9,17,59,65
6,2024-03-21 15:04,ICW0W2100549,17,7,951,168,20.3,25,72,94
7,2024-03-21 15:04,ICW0W2100509,15,5,264,6000,23,22,64,69
8,2024-03-21 15:04,ICW0W2100506,27,10,84,16,23.9,14,55,95
9,2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
10,2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
11,2024-03-21 15:04,ICW0W2100497,274,114,1025,65,26.4,20,72,57
12,2024-03-21 15:07,ICW0W2100491,7,4,1415,12997,25.7,23,62,55
13,2024-03-21 15:04,ICW0W2100489,13,5,78,1,24.2,20,67,98
14,2024-03-21 15:04,ICW0W2100488,27,10,457,137,22.9,15,77,92
15,2024-03-21 15:04,ICW0W2100485,9,3,2172,0,24.8,34,67,77
16,2024-03-21 15:04,ICW0W2100479,49,18,1751,318,25.7,23,68,71
17,2024-03-21 15:04,ICW0W2100467,12,5,,6000,22.4,18,83,59
18,2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
19,2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
20,2024-03-21 15:04,ICW0W2100462,11,4,60,3642,25.5,22,65,72
21,2024-03-21 15:04,ICW0W2100460,7,2,1741,0,22.2,28,70,81
22,2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
23,2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
24,2024-03-21 15:04,ICW0W2100455,18,6,604,3459,24.4,20,60,70
25,2024-03-21 15:04,ICW0W2001000,19,12,111,75,16.9,27,71,95
26,2024-03-21 15:04,ICW0W2000996,20,19,541,1276,21.7,23,57,76
27,2024-03-21 15:04,ICW0W2000991,22,15,419,34,20.3,24,58,96
28,2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
29,2024-03-21 15:04,ICW0W2000987,7,5,754,293,23,26,60,94
30,2024-03-21 15:04,ICW0W2000983,7,5,173,117,17.2,28,62,96
31,2024-03-21 15:04,ICW0W2000978,20,12,778,306,17.2,26,51,88
32,2024-03-21 15:04,ICW0W2000977,12,8,755,746,21.2,27,66,83
33,2024-03-21 15:04,ICW0W2000974,25,16,1183,228,18.9,28,72,84
34,2024-03-21 15:04,ICW0W2000973,23,15,567,30,19.5,23,73,95
35,2024-03-21 14:56,ICW0W2000972,39,27,1016,306,24.9,20,48,82
36,2024-03-21 15:04,ICW0W2000968,20,11,841,281,27,18,61,86
37,2024-03-21 15:04,ICW0W2000964,24,16,555,972,18.8,22,58,77
38,2024-03-21 15:04,ICW0W2000956,15,9,1170,623,18.6,36,58,86
39,2024-03-21 15:04,ICW0W2000955,21,15,565,444,18.3,23,64,88
40,2024-03-21 15:04,ICW0W2000951,36,10,352,80,22.5,22,61,96
41,2024-03-21 15:04,ICW0W2000944,11,8,734,120,20.6,28,78,95
42,2024-03-21 15:04,ICW0W2000933,13,3,1522,4989,23.7,28,62,65
43,2024-03-21 15:04,ICW0W2000926,17,5,25,20,26.5,21,53,97
44,2024-03-21 15:04,ICW0W2000924,35,11,838,173,23.1,25,74,92
45,2024-03-21 15:04,ICW0W2000922,8,2,426,47,23.2,28,59,99
46,2024-03-21 15:04,V01T1623130,17,8,954,241,21.8,21,46,92
47,2024-03-21 15:03,V01T1623129,11,5,667,148,27.1,16,42,86
48,2024-03-21 15:04,V01T1623123,33,15,848,293,23.4,17,40,87
49,2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
50,2024-03-21 15:03,V01T1623118,5,2,510,126,22.8,18,35,95
51,2024-03-21 15:03,V01T1623117,27,12,1004,322,23.2,20,47,88
52,2024-03-21 15:04,V01T1623116,37,17,535,152,22.1,23,39,92
53,2024-03-21 15:04,V01T1623113,1,1,469,146,25.4,9,53,93
54,2024-03-21 15:04,V01T1623112,43,19,686,168,27.4,16,46,81
55,2024-03-21 15:04,V01T1623109,48,21,2224,162,10.7,32,40,64
56,2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
57,2024-03-21 15:04,V01T1623105,11,5,602,146,20.7,16,31,93
58,2024-03-21 15:04,V01T1623102,26,12,1540,507,27.9,21,37,69
59,2024-03-21 15:04,V01T1623100,21,10,1069,326,23.5,26,36,87
60,2024-03-21 15:04,ICW0W2000512,23,9,551,356,24.5,21,70,89
61,2024-03-21 15:04,ICW0W2000507,6,3,757,1035,25.3,20,52,76
62,2024-03-21 15:04,ICW0W2000505,7,2,724,289,25.4,22,76,92
63,2024-03-21 15:04,ICW0W2000503,3,1,1173,680,23.1,31,63,83
64,2024-03-21 15:04,ICW0W2000501,14,5,709,1223,22.2,24,69,78
65,2024-03-21 15:04,ICW0W2000500,13,7,2500,372,29.3,17,62,65
66,2024-03-21 15:04,ICW0W2000459,16,5,796,43,26.6,19,63,90
67,2024-03-21 15:04,ICW0W2000455,14,5,130,58,19.9,30,65,100
68,2024-03-21 15:04,ICW0W2000447,40,10,1494,1874,20.1,31,61,67
69,2024-03-21 15:04,ICW0W2000398,27,9,512,57,21.8,22,61,96
70,2024-03-21 15:04,ICW0W2000388,19,7,620,156,16.8,29,47,92
71,2024-03-21 15:04,ICW0W2000382,3,1,611,30,21.5,26,64,99
72,2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
73,2024-03-21 15:04,ICW0W2000380,22,7,824,251,18.9,28,57,92
74,2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
75,2024-03-21 15:04,ICW0W2000287,10,3,1019,114,25.2,22,52,89
76,2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
77,2024-03-21 15:04,ICW0W2000275,20,6,694,83,17,31,50,93
78,2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
79,2024-03-21 15:04,ICW0W2000262,18,6,679,50,18.9,26,67,96
80,2024-03-21 15:04,ICW0W2000248,21,6,1247,47,24.2,21,95,83
81,2024-03-21 15:03,ICW0W2100481,9,3,1329,5446,21.9,33,69,67
82,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
83,2024-03-21 15:03,ICW0W2100582,27,9,692,117,23.1,20,72,94
84,2024-03-21 15:03,ICW0W2100579,9,3,0,477,25.3,12,59,86
85,2024-03-21 15:04,ICW0W2100562,25,13,585,6067,24.6,15,62,60
86,2024-03-21 15:03,ICW0W2100560,15,5,556,6000,23.8,17,59,65
88,2024-03-21 15:04,ICW0W2100481,10,4,1277,5282,21.9,32,72,68
89,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
90,2024-03-21 15:04,ICW0W2100582,28,10,694,119,23.1,20,71,94
91,2024-03-21 15:04,ICW0W2100579,9,3,0,446,25.3,13,61,87
92,2024-03-21 15:05,ICW0W2100562,27,14,581,4762,24.6,15,68,62
93,2024-03-21 15:04,ICW0W2100560,13,4,582,6000,23.9,17,59,65
94,2024-03-21 15:04,ICW0W2100549,17,7,951,168,20.3,25,72,94
95,2024-03-21 15:04,ICW0W2100509,15,5,264,6000,23,22,64,69
96,2024-03-21 15:04,ICW0W2100506,27,10,84,16,23.9,14,55,95
97,2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
98,2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
99,2024-03-21 15:04,ICW0W2100497,274,114,1025,65,26.4,20,72,57
100,2024-03-21 15:07,ICW0W2100491,7,4,1415,12997,25.7,23,62,55
101,2024-03-21 15:04,ICW0W2100489,13,5,78,1,24.2,20,67,98
102,2024-03-21 15:04,ICW0W2100488,27,10,457,137,22.9,15,77,92
103,2024-03-21 15:04,ICW0W2100485,9,3,2172,0,24.8,34,67,77
104,2024-03-21 15:04,ICW0W2100479,49,18,1751,318,25.7,23,68,71
105,2024-03-21 15:04,ICW0W2100467,12,5,,6000,22.4,18,83,59
106,2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
107,2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
108,2024-03-21 15:04,ICW0W2100462,11,4,60,3642,25.5,22,65,72
109,2024-03-21 15:04,ICW0W2100460,7,2,1741,0,22.2,28,70,81
110,2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
111,2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
112,2024-03-21 15:04,ICW0W2100455,18,6,604,3459,24.4,20,60,70
113,2024-03-21 15:04,ICW0W2001000,19,12,111,75,16.9,27,71,95
114,2024-03-21 15:04,ICW0W2000996,20,19,541,1276,21.7,23,57,76
115,2024-03-21 15:04,ICW0W2000991,22,15,419,34,20.3,24,58,96
116,2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
117,2024-03-21 15:04,ICW0W2000987,7,5,754,293,23,26,60,94
118,2024-03-21 15:04,ICW0W2000983,7,5,173,117,17.2,28,62,96
119,2024-03-21 15:04,ICW0W2000978,20,12,778,306,17.2,26,51,88
120,2024-03-21 15:04,ICW0W2000977,12,8,755,746,21.2,27,66,83
121,2024-03-21 15:04,ICW0W2000974,25,16,1183,228,18.9,28,72,84
122,2024-03-21 15:04,ICW0W2000973,23,15,567,30,19.5,23,73,95
123,2024-03-21 14:56,ICW0W2000972,39,27,1016,306,24.9,20,48,82
124,2024-03-21 15:04,ICW0W2000968,20,11,841,281,27,18,61,86
125,2024-03-21 15:04,ICW0W2000964,24,16,555,972,18.8,22,58,77
126,2024-03-21 15:04,ICW0W2000956,15,9,1170,623,18.6,36,58,86
127,2024-03-21 15:04,ICW0W2000955,21,15,565,444,18.3,23,64,88
128,2024-03-21 15:04,ICW0W2000951,36,10,352,80,22.5,22,61,96
129,2024-03-21 15:04,ICW0W2000944,11,8,734,120,20.6,28,78,95
130,2024-03-21 15:04,ICW0W2000933,13,3,1522,4989,23.7,28,62,65
131,2024-03-21 15:04,ICW0W2000926,17,5,25,20,26.5,21,53,97
132,2024-03-21 15:04,ICW0W2000924,35,11,838,173,23.1,25,74,92
133,2024-03-21 15:04,ICW0W2000922,8,2,426,47,23.2,28,59,99
134,2024-03-21 15:04,V01T1623130,17,8,954,241,21.8,21,46,92
135,2024-03-21 15:03,V01T1623129,11,5,667,148,27.1,16,42,86
136,2024-03-21 15:04,V01T1623123,33,15,848,293,23.4,17,40,87
137,2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
138,2024-03-21 15:03,V01T1623118,5,2,510,126,22.8,18,35,95
139,2024-03-21 15:03,V01T1623117,27,12,1004,322,23.2,20,47,88
140,2024-03-21 15:04,V01T1623116,37,17,535,152,22.1,23,39,92
141,2024-03-21 15:04,V01T1623113,1,1,469,146,25.4,9,53,93
142,2024-03-21 15:04,V01T1623112,43,19,686,168,27.4,16,46,81
143,2024-03-21 15:04,V01T1623109,48,21,2224,162,10.7,32,40,64
144,2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
145,2024-03-21 15:04,V01T1623105,11,5,602,146,20.7,16,31,93
146,2024-03-21 15:04,V01T1623102,26,12,1540,507,27.9,21,37,69
147,2024-03-21 15:04,V01T1623100,21,10,1069,326,23.5,26,36,87
148,2024-03-21 15:04,ICW0W2000512,23,9,551,356,24.5,21,70,89
149,2024-03-21 15:04,ICW0W2000507,6,3,757,1035,25.3,20,52,76
150,2024-03-21 15:04,ICW0W2000505,7,2,724,289,25.4,22,76,92
151,2024-03-21 15:04,ICW0W2000503,3,1,1173,680,23.1,31,63,83
152,2024-03-21 15:04,ICW0W2000501,14,5,709,1223,22.2,24,69,78
153,2024-03-21 15:04,ICW0W2000500,13,7,2500,372,29.3,17,62,65
154,2024-03-21 15:04,ICW0W2000459,16,5,796,43,26.6,19,63,90
155,2024-03-21 15:04,ICW0W2000455,14,5,130,58,19.9,30,65,100
156,2024-03-21 15:04,ICW0W2000447,40,10,1494,1874,20.1,31,61,67
157,2024-03-21 15:04,ICW0W2000398,27,9,512,57,21.8,22,61,96
158,2024-03-21 15:04,ICW0W2000388,19,7,620,156,16.8,29,47,92
159,2024-03-21 15:04,ICW0W2000382,3,1,611,30,21.5,26,64,99
160,2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
161,2024-03-21 15:04,ICW0W2000380,22,7,824,251,18.9,28,57,92
162,2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
163,2024-03-21 15:04,ICW0W2000287,10,3,1019,114,25.2,22,52,89
164,2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
165,2024-03-21 15:04,ICW0W2000275,20,6,694,83,17,31,50,93
166,2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
167,2024-03-21 15:04,ICW0W2000262,18,6,679,50,18.9,26,67,96
168,2024-03-21 15:04,ICW0W2000248,21,6,1247,47,24.2,21,95,83
169,2024-03-21 15:03,ICW0W2100481,9,3,1329,5446,21.9,33,69,67
170,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
171,2024-03-21 15:03,ICW0W2100582,27,9,692,117,23.1,20,72,94
172,2024-03-21 15:03,ICW0W2100579,9,3,0,477,25.3,12,59,86
173,2024-03-21 15:04,ICW0W2100562,25,13,585,6067,24.6,15,62,60
174,2024-03-21 15:03,ICW0W2100560,15,5,556,6000,23.8,17,59,65
176,2024-03-21 14:01,ICW0W2100488,23,8,472,214,22.8,15,74,92
177,2024-03-21 14:01,ICW0W2100506,31,12,63,10,22.2,14,55,95
178,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
179,2024-03-21 14:01,ICW0W2100582,28,10,601,55,22.7,19,62,92
180,2024-03-21 14:01,ICW0W2100579,9,3,0,245,26,12,61,93
181,2024-03-21 14:02,ICW0W2100562,27,15,594,474,24.5,14,59,81
182,2024-03-21 14:01,ICW0W2100560,10,3,532,6000,24.1,16,59,62
183,2024-03-21 14:01,ICW0W2100549,23,8,996,260,19.6,25,70,91
184,2024-03-21 14:01,ICW0W2100509,15,5,219,6000,22.7,24,62,69
185,2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
186,2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
187,2024-03-21 14:01,ICW0W2100497,268,112,1190,97,26,22,56,54
188,2024-03-21 14:04,ICW0W2100491,6,3,1436,12885,26.9,21,73,55
189,2024-03-21 14:01,ICW0W2100485,12,4,1927,0,24.5,32,68,77
190,2024-03-21 14:01,ICW0W2100481,7,2,1821,2163,22.3,35,59,73
191,2024-03-21 14:01,ICW0W2100479,21,7,465,52,24.8,15,57,91
192,2024-03-21 14:01,ICW0W2100489,11,4,32,2,24,20,60,100
193,2024-03-21 14:01,ICW0W2100467,11,3,,6000,21.9,18,67,59
194,2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
195,2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
196,2024-03-21 14:01,ICW0W2100462,16,5,107,3069,25,20,57,73
197,2024-03-21 14:01,ICW0W2100460,11,4,747,0,21.5,24,60,98
198,2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
199,2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
200,2024-03-21 14:01,ICW0W2100455,15,5,560,4630,24.9,18,61,65
201,2024-03-21 14:01,ICW0W2000512,28,11,539,119,23.1,20,58,94
202,2024-03-21 14:01,ICW0W2001000,18,11,460,153,17.8,32,60,92
203,2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
204,2024-03-21 14:01,ICW0W2000951,35,11,352,187,22,22,55,94
205,2024-03-21 14:01,ICW0W2000956,26,15,979,295,18.5,33,67,90
206,2024-03-21 14:01,ICW0W2000996,19,19,510,6293,21.7,22,52,65
207,2024-03-21 14:01,ICW0W2000991,14,10,701,90,21.2,25,61,95
208,2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
209,2024-03-21 14:01,ICW0W2000983,16,11,104,119,16.3,27,65,95
210,2024-03-21 14:01,ICW0W2000955,23,16,570,818,18.6,22,67,80
211,2024-03-21 14:01,ICW0W2000987,7,5,876,352,22.9,26,60,93
212,2024-03-21 14:01,ICW0W2000978,20,13,631,154,16.8,24,47,91
213,2024-03-21 14:01,ICW0W2000922,13,3,430,34,23.3,30,59,99
214,2024-03-21 14:01,ICW0W2000926,14,4,229,144,27.7,24,50,91
215,2024-03-21 14:01,ICW0W2000977,9,6,876,1254,21.4,28,56,77
216,2024-03-21 14:01,ICW0W2000933,25,8,541,277,23.1,21,51,93
217,2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
218,2024-03-21 14:01,ICW0W2000973,100,46,694,1575,20.9,25,60,68
219,2024-03-21 14:01,ICW0W2000972,225,157,643,78,21.3,18,71,61
220,2024-03-21 14:01,ICW0W2000968,38,17,828,321,26.4,18,51,83
221,2024-03-21 14:01,ICW0W2000944,19,13,768,48,20.2,26,74,95
222,2024-03-21 14:01,ICW0W2000964,21,15,543,111,18,21,57,94
223,2024-03-21 14:01,ICW0W2000924,47,16,779,436,22.5,25,76,86
224,2024-03-21 14:01,ICW0W2000505,7,2,564,369,25,21,59,91
225,2024-03-21 14:01,V01T1623100,28,13,1169,442,23.8,25,58,83
226,2024-03-21 14:01,V01T1623130,1,1,936,180,24.3,18,44,90
227,2024-03-21 14:01,V01T1623129,17,8,644,146,27,16,39,89
228,2024-03-21 13:06,V01T1623123,25,12,484,125,22.4,15,30,92
229,2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
230,2024-03-21 14:00,V01T1623118,1,1,546,127,22.1,19,34,95
231,2024-03-21 14:00,V01T1623117,32,15,646,130,21.9,15,32,90
232,2024-03-21 14:01,V01T1623116,35,16,802,167,22.2,21,32,91
233,2024-03-21 14:01,V01T1623113,13,6,451,130,25.4,9,30,91
234,2024-03-21 13:02,V01T1623112,15,7,1301,125,29.5,29,42,77
235,2024-03-21 14:01,V01T1623109,50,22,2429,132,10.7,32,41,63
236,2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
237,2024-03-21 14:01,V01T1623105,34,16,552,154,20.1,17,58,89
238,2024-03-21 14:01,V01T1623102,10,5,2033,381,28,37,44,73
239,2024-03-21 14:01,ICW0W2000503,5,2,1019,601,22.4,29,59,87
240,2024-03-21 14:01,ICW0W2000455,12,4,181,95,20.4,31,65,99
241,2024-03-21 14:01,ICW0W2000447,9,3,692,124,19.6,24,68,97
242,2024-03-21 14:01,ICW0W2000459,12,4,783,31,26,19,65,91
243,2024-03-21 14:01,ICW0W2000507,9,5,678,105,25,19,59,91
244,2024-03-21 14:01,ICW0W2000501,9,3,495,1413,22.1,22,67,79
245,2024-03-21 14:01,ICW0W2000500,13,7,2500,428,28.9,17,61,67
246,2024-03-21 14:01,ICW0W2000380,21,7,677,254,18.2,28,54,93
247,2024-03-21 14:01,ICW0W2000275,14,4,794,123,16.7,32,49,93
248,2024-03-21 14:01,ICW0W2000388,15,5,671,215,16.6,30,48,92
249,2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
250,2024-03-21 14:01,ICW0W2000382,3,1,500,26,21.3,27,64,100
251,2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
252,2024-03-21 14:01,ICW0W2000287,10,3,948,138,24.8,22,53,92
253,2024-03-21 14:01,ICW0W2000398,23,8,592,107,24.1,20,57,92
254,2024-03-21 14:01,ICW0W2000974,3,2,1880,567,18.6,33,67,78
255,2024-03-21 14:01,ICW0W2000248,14,4,2011,71,25.6,20,65,76
256,2024-03-21 14:01,ICW0W2000262,21,7,583,26,18.1,24,66,97
257,2024-03-21 14:00,ICW0W2100488,23,8,480,217,22.8,15,71,91
258,2024-03-21 14:00,ICW0W2100506,32,12,59,10,22.1,14,55,95
259,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
260,2024-03-21 14:00,ICW0W2100582,28,10,594,55,22.7,19,62,92
261,2024-03-21 14:00,ICW0W2100579,10,4,0,259,25.9,12,61,92
262,2024-03-21 14:01,ICW0W2100562,27,15,588,482,24.5,14,59,81
264,2024-03-21 17:06,ICW0W2100488,22,8,554,207,23.5,16,70,91
265,2024-03-21 17:06,ICW0W2100506,25,10,59,7,14.7,22,60,92
266,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
267,2024-03-21 17:06,ICW0W2100582,24,9,633,440,23,20,65,88
268,2024-03-21 17:06,ICW0W2100579,9,3,0,429,26.7,12,60,87
269,2024-03-21 17:07,ICW0W2100562,23,12,634,895,24.9,15,69,73
270,2024-03-21 17:06,ICW0W2100560,15,5,500,6000,23.4,17,57,65
271,2024-03-21 17:06,ICW0W2100549,16,6,1010,145,18.2,28,76,91
272,2024-03-21 17:06,ICW0W2100509,24,9,94,6000,23.2,20,58,69
273,2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
274,2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
275,2024-03-21 17:06,ICW0W2100497,170,71,516,16,25,16,53,65
276,2024-03-21 17:09,ICW0W2100491,7,4,842,59514,24.4,20,65,56
277,2024-03-21 17:06,ICW0W2100485,18,7,1152,0,23.8,28,62,89
278,2024-03-21 17:06,ICW0W2100481,29,11,909,393,21.9,31,78,89
279,2024-03-21 17:06,ICW0W2100479,20,7,597,74,24.7,19,64,90
280,2024-03-21 17:06,ICW0W2100489,13,5,26,1,24,19,63,98
281,2024-03-21 17:06,ICW0W2100467,11,4,,6000,22.6,18,83,59
282,2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
283,2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
284,2024-03-21 17:06,ICW0W2100462,16,6,285,6000,24.9,19,63,63
285,2024-03-21 17:06,ICW0W2100460,5,1,1548,0,21.7,29,73,82
286,2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
287,2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
288,2024-03-21 17:06,ICW0W2100455,12,4,1110,6000,23.7,25,71,70
289,2024-03-21 17:06,ICW0W2000512,26,10,542,299,24.1,21,63,89
290,2024-03-21 17:06,ICW0W2001000,19,12,127,77,17.3,28,53,95
291,2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
292,2024-03-21 17:06,ICW0W2000951,32,9,348,27,21,24,67,97
293,2024-03-21 17:06,ICW0W2000956,25,15,624,6000,18,30,63,65
294,2024-03-21 17:06,ICW0W2000996,19,18,743,3769,21.3,21,68,70
295,2024-03-21 17:06,ICW0W2000991,16,11,469,129,19.6,24,63,96
296,2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
297,2024-03-21 17:06,ICW0W2000983,14,9,199,141,15.7,26,63,91
298,2024-03-21 17:06,ICW0W2000955,22,14,516,222,18.9,22,66,93
299,2024-03-21 17:06,ICW0W2000987,10,6,692,1877,23.5,25,60,76
300,2024-03-21 17:06,ICW0W2000978,17,11,563,401,17.1,25,43,87
301,2024-03-21 17:06,ICW0W2000922,7,2,375,2210,23.2,25,63,78
302,2024-03-21 17:06,ICW0W2000926,4,1,159,6000,27.7,22,52,64
303,2024-03-21 17:06,ICW0W2000977,14,9,732,271,22.3,25,71,93
304,2024-03-21 17:06,ICW0W2000933,25,8,484,124,22.8,21,50,96
305,2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
306,2024-03-21 17:06,ICW0W2000973,10,7,589,154,20.9,24,59,96
307,2024-03-21 14:56,ICW0W2000972,39,27,1016,306,24.9,20,48,82
308,2024-03-21 17:06,ICW0W2000968,14,10,526,54,25.9,16,64,91
309,2024-03-21 17:06,ICW0W2000944,6,4,652,6000,22,28,64,68
310,2024-03-21 17:06,ICW0W2000964,24,16,468,111,16.5,22,68,92
311,2024-03-21 17:06,ICW0W2000924,18,5,711,117,23,23,70,96
312,2024-03-21 17:06,ICW0W2000505,7,2,1017,620,24.4,25,70,83
313,2024-03-21 17:06,V01T1623100,168,47,1225,414,23,28,32,69
314,2024-03-21 17:06,V01T1623130,1,1,883,154,23.2,20,41,96
315,2024-03-21 17:06,V01T1623129,24,11,797,202,26.6,18,34,86
316,2024-03-21 17:06,V01T1623123,23,11,2177,857,27.1,32,43,64
317,2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
318,2024-03-21 17:05,V01T1623118,1,1,447,158,23,19,34,96
319,2024-03-21 17:05,V01T1623117,7,4,1689,510,24.4,24,52,75
320,2024-03-21 17:06,V01T1623116,42,19,515,165,19.9,27,42,92
321,2024-03-21 17:06,V01T1623113,14,7,473,127,26.8,10,31,91
322,2024-03-21 17:06,V01T1623112,53,23,746,259,26.6,17,45,82
323,2024-03-21 17:06,V01T1623109,36,16,2362,166,10.6,33,41,64
324,2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
325,2024-03-21 17:06,V01T1623105,39,18,571,134,20.8,16,33,89
326,2024-03-21 17:06,V01T1623102,8,4,1542,517,28,19,34,69
327,2024-03-21 17:06,ICW0W2000503,3,1,1455,631,24,34,70,79
328,2024-03-21 17:06,ICW0W2000455,11,4,93,48,20.2,29,64,100
329,2024-03-21 17:06,ICW0W2000447,9,3,1264,517,20,32,61,83
330,2024-03-21 17:06,ICW0W2000459,16,5,734,23,24.2,22,66,94
331,2024-03-21 17:06,ICW0W2000507,6,3,820,508,25.5,21,60,85
332,2024-03-21 17:06,ICW0W2000501,10,4,882,6000,22.5,25,69,67
333,2024-03-21 16:59,ICW0W2000500,12,7,2500,4,29.6,17,65,69
334,2024-03-21 17:06,ICW0W2000380,24,7,529,59,17.7,28,64,93
335,2024-03-21 17:06,ICW0W2000275,18,6,626,63,17.8,30,50,93
336,2024-03-21 17:06,ICW0W2000388,17,6,544,140,16.7,29,47,93
337,2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
338,2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
339,2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
340,2024-03-21 17:05,ICW0W2000287,9,2,980,114,26.2,22,53,93
341,2024-03-21 17:06,ICW0W2000398,25,9,446,21,19.4,22,57,97
342,2024-03-21 17:06,ICW0W2000974,3,2,1577,6000,19.8,33,63,64
343,2024-03-21 17:06,ICW0W2000248,19,5,1471,33,24.1,20,64,78
344,2024-03-21 17:06,ICW0W2000262,18,6,508,24,18.9,26,68,97
345,2024-03-21 17:05,ICW0W2100488,21,7,575,221,23.5,16,73,91
346,2024-03-21 17:05,ICW0W2100506,26,10,64,7,14.7,22,58,92
347,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
348,2024-03-21 17:05,ICW0W2100582,26,9,616,364,23,21,67,91
349,2024-03-21 17:05,ICW0W2100579,9,3,0,474,26.7,12,59,86
350,2024-03-21 17:06,ICW0W2100562,23,12,627,934,24.9,14,72,72
352,2024-03-22 9:52,ICW0W2100481,19,7,1087,6000,21.1,33,65,70
