,데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
1015,2024-03-25 16:50,V01T1623129,1,1,833,327,25.7,30,37,91
1016,2024-03-25 16:50,V01T1623123,21,10,490,151,23.9,27,30,95
1017,2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
1018,2024-03-25 16:49,V01T1623118,1,1,565,295,24.3,31,30,93
1019,2024-03-25 16:49,V01T1623117,18,9,1160,367,25.2,34,51,82
1020,2024-03-25 15:54,V01T1623116,36,17,2362,125,30.1,23,33,65
1021,2024-03-25 16:50,V01T1623113,8,4,817,131,27.7,26,53,89
1022,2024-03-25 16:50,V01T1623112,14,7,1317,544,25.4,38,34,82
1023,2024-03-25 16:50,V01T1623109,33,15,2189,162,13.3,48,42,72
1024,2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
1025,2024-03-25 16:50,V01T1623105,4,2,579,228,20.2,37,30,100
1026,2024-03-25 16:50,V01T1623102,1,1,1383,561,24.6,30,42,78
1027,2024-03-25 16:36,V01T1623100,29,14,370,192,23.3,35,30,98
1028,2024-03-25 16:50,ICW0W2000512,4,1,500,290,22.3,36,65,100
1029,2024-03-25 16:50,ICW0W2000507,0,0,544,5,20.5,34,48,100
1030,2024-03-25 16:50,ICW0W2000505,1,0,809,170,24.8,34,69,94
1031,2024-03-25 16:50,ICW0W2000503,0,0,729,629,25.9,33,53,84
1032,2024-03-25 16:50,ICW0W2000501,6,1,1185,1204,22.6,39,72,81
1033,2024-03-25 16:50,ICW0W2000500,1,0,2500,5,28.1,31,62,73
1034,2024-03-25 16:50,ICW0W2000459,3,1,511,35,19.6,35,54,100
1035,2024-03-25 16:50,ICW0W2000455,3,0,98,13,20,44,61,100
1036,2024-03-25 16:50,ICW0W2000447,177,48,1838,569,22.5,44,68,69
1037,2024-03-25 16:50,ICW0W2000398,7,2,557,34,19.8,41,58,100
1038,2024-03-25 10:31,ICW0W2000388,11,3,592,248,17.8,35,53,96
1039,2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
1040,2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
1041,2024-03-25 16:50,ICW0W2000380,11,2,763,64,19.1,46,65,100
1042,2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
1043,2024-03-25 16:50,ICW0W2000287,1,0,866,208,25.1,32,54,93
1044,2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
1045,2024-03-25 16:50,ICW0W2000275,1,0,902,422,19.3,40,51,98
1046,2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
1047,2024-03-25 16:50,ICW0W2000262,12,3,573,19,16.3,41,65,100
1048,2024-03-25 16:50,ICW0W2000248,3,0,2509,60,21.9,37,63,83
1049,2024-03-25 16:49,ICW0W2100481,20,7,814,325,21.6,40,65,99
1050,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
1051,2024-03-25 16:49,ICW0W2100582,7,2,742,102,22.9,36,63,100
1052,2024-03-25 16:49,ICW0W2100579,7,2,0,1517,26.1,25,59,78
1053,2024-03-25 16:50,ICW0W2100562,5,2,574,345,24.4,29,60,92
1054,2024-03-25 16:49,ICW0W2100560,1,0,737,6000,24.6,30,61,66
1056,2024-03-26 8:55,ICW0W2100481,0,0,415,1579,20.3,34,63,80
1057,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
1058,2024-03-26 8:55,ICW0W2100582,0,0,546,22,20.8,31,65,100
1059,2024-03-26 8:55,ICW0W2100579,0,0,0,130,22.3,26,61,100
1060,2024-03-26 8:56,ICW0W2100562,1,0,616,899,21.7,26,80,82
1061,2024-03-26 8:55,ICW0W2100560,0,0,737,6000,24.3,27,63,66
1062,2024-03-26 8:55,ICW0W2100549,0,0,356,12,16.2,37,63,100
1063,2024-03-26 8:55,ICW0W2100509,0,0,67,5843,21.1,30,82,72
1064,2024-03-26 8:55,ICW0W2100506,0,0,33,5,5.6,63,59,97
1065,2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
1066,2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
1067,2024-03-26 8:55,ICW0W2100497,0,0,480,10,22,26,69,100
1068,2024-03-26 8:58,ICW0W2100491,0,0,603,842,22.7,26,70,83
1069,2024-03-26 8:55,ICW0W2100489,0,0,60,8,23.5,28,73,100
1070,2024-03-26 8:55,ICW0W2100488,0,0,319,13,18.4,28,70,100
1071,2024-03-26 8:55,ICW0W2100485,0,0,526,0,21.6,34,70,100
1072,2024-03-26 8:56,ICW0W2100479,0,0,503,72,23.6,27,79,99
1073,2024-03-26 8:55,ICW0W2100467,0,0,,6000,22.6,28,85,64
1074,2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
1075,2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
1076,2024-03-26 8:55,ICW0W2100462,0,0,182,217,23,29,64,99
1077,2024-03-26 8:55,ICW0W2100460,0,0,547,0,22.3,31,73,100
1078,2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
1079,2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
1080,2024-03-26 8:55,ICW0W2100455,4,0,999,0,22.6,37,68,100
1081,2024-03-26 8:55,ICW0W2001000,0,0,108,6,15.2,38,62,99
1082,2024-03-26 8:55,ICW0W2000996,0,0,501,131,19.7,33,58,99
1083,2024-03-26 8:55,ICW0W2000991,1,1,626,29,17.6,35,69,100
1084,2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
1085,2024-03-26 8:55,ICW0W2000987,0,0,414,81,22.1,29,64,100
1086,2024-03-26 8:55,ICW0W2000983,0,0,173,36,12.6,42,63,99
1087,2024-03-26 8:55,ICW0W2000978,34,18,778,104,16,38,70,93
1088,2024-03-26 8:55,ICW0W2000977,0,0,532,56,21.4,32,65,99
1089,2024-03-26 8:55,ICW0W2000974,0,0,601,170,17.4,35,52,99
1090,2024-03-26 8:55,ICW0W2000973,0,0,494,435,19.8,34,64,92
1091,2024-03-26 8:55,ICW0W2000972,0,0,517,29,21.2,26,55,100
1092,2024-03-26 8:55,ICW0W2000968,0,0,522,206,27.4,23,66,90
1093,2024-03-26 8:55,ICW0W2000964,2,1,487,52,13.8,37,75,94
1094,2024-03-26 8:55,ICW0W2000956,0,0,512,185,18.9,35,54,100
1095,2024-03-26 8:55,ICW0W2000955,1,1,543,21,12,40,64,97
1096,2024-03-26 8:55,ICW0W2000951,7,1,378,4,21.2,35,62,100
1097,2024-03-26 8:55,ICW0W2000944,0,0,511,110,18.8,38,60,100
1098,2024-03-26 8:55,ICW0W2000933,0,0,336,15,19.8,31,55,100
1099,2024-03-26 8:55,ICW0W2000926,0,0,76,56,26.5,29,54,99
1100,2024-03-26 8:55,ICW0W2000924,0,0,578,10,20.4,34,63,100
1101,2024-03-26 8:55,ICW0W2000922,0,0,287,32,21.8,36,72,100
1102,2024-03-26 8:55,V01T1623130,1,1,394,125,17,35,30,100
1103,2024-03-26 8:55,V01T1623129,8,4,690,125,23.4,30,33,97
1104,2024-03-26 8:55,V01T1623123,17,8,486,142,22.6,26,30,96
1105,2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
1106,2024-03-26 8:54,V01T1623118,1,1,387,139,23.6,26,34,99
1107,2024-03-26 8:54,V01T1623117,1,1,456,148,21.7,28,43,99
1108,2024-03-26 8:55,V01T1623116,33,15,2500,125,18.8,38,37,79
1109,2024-03-26 8:55,V01T1623113,5,3,429,134,26.4,20,30,95
1110,2024-03-26 8:55,V01T1623112,1,1,427,125,23.2,28,30,99
1111,2024-03-26 8:55,V01T1623109,10,5,2362,146,12.5,49,44,75
1112,2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
1113,2024-03-26 8:55,V01T1623105,1,1,388,139,18.3,33,30,99
1114,2024-03-26 8:55,V01T1623102,1,1,555,130,26.2,21,31,95
1115,2024-03-26 8:55,V01T1623100,1,1,320,127,22.7,30,30,100
1116,2024-03-26 8:55,ICW0W2000512,0,0,530,40,24.2,29,67,97
1117,2024-03-26 8:55,ICW0W2000507,0,0,552,85,19.6,34,47,99
1118,2024-03-26 8:55,ICW0W2000505,0,0,390,168,18.8,35,54,100
1119,2024-03-26 8:55,ICW0W2000503,0,0,394,889,17.2,38,49,85
1120,2024-03-26 8:55,ICW0W2000501,0,0,358,2283,19.4,34,47,78
1121,2024-03-26 8:55,ICW0W2000500,0,0,2500,167,18,40,63,86
1122,2024-03-26 8:55,ICW0W2000459,15,5,506,40,21,32,61,98
1123,2024-03-26 8:55,ICW0W2000455,1,0,171,55,18.7,42,60,100
1124,2024-03-26 8:55,ICW0W2000447,0,0,296,117,19.4,34,49,100
1125,2024-03-26 8:54,ICW0W2000398,1,0,471,19,24.3,30,61,97
1126,2024-03-25 10:31,ICW0W2000388,11,3,592,248,17.8,35,53,96
1127,2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
1128,2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
1129,2024-03-26 8:55,ICW0W2000380,0,0,259,110,16.9,40,44,100
1130,2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
1131,2024-03-26 8:55,ICW0W2000287,0,0,347,20,20.9,30,52,100
1132,2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
1133,2024-03-26 8:55,ICW0W2000275,0,0,516,273,17.1,40,51,100
1134,2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
1135,2024-03-26 8:55,ICW0W2000262,1,0,392,1,13.8,41,53,98
1136,2024-03-26 8:55,ICW0W2000248,0,0,1236,81,22.2,29,95,88
1137,2024-03-26 8:54,ICW0W2100481,0,0,411,1803,20.3,34,66,79
1138,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
1139,2024-03-26 8:54,ICW0W2100582,0,0,547,21,20.8,31,67,100
1140,2024-03-26 8:54,ICW0W2100579,0,0,0,131,22.2,26,58,100
1141,2024-03-26 8:55,ICW0W2100562,2,0,612,1018,21.6,26,80,80
1142,2024-03-26 8:54,ICW0W2100560,0,0,753,6000,24.3,27,60,66
1144,2024-03-26 10:50,ICW0W2100488,4,0,427,120,22.3,26,64,99
1145,2024-03-26 10:50,ICW0W2100506,0,0,75,5,8.6,57,59,100
1146,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
1147,2024-03-26 10:50,ICW0W2100582,1,0,686,854,20.8,33,82,83
1148,2024-03-26 10:50,ICW0W2100579,5,2,0,121,23.8,25,58,100
1149,2024-03-26 10:51,ICW0W2100562,1,0,561,201,23.1,25,60,97
1150,2024-03-26 10:50,ICW0W2100560,6,2,981,6000,24.5,28,58,64
1151,2024-03-26 10:50,ICW0W2100549,1,0,406,6,16.2,37,69,100
1152,2024-03-26 10:50,ICW0W2100509,1,0,213,6000,23.1,30,70,71
1153,2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
1154,2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
1155,2024-03-26 10:50,ICW0W2100497,1,0,1200,41,25.7,30,67,87
1156,2024-03-26 10:53,ICW0W2100491,2,1,1300,51572,24.2,31,68,58
1157,2024-03-26 10:50,ICW0W2100485,21,6,1172,1,22.3,36,66,92
1158,2024-03-26 10:50,ICW0W2100481,10,3,1468,1840,22.1,42,62,78
1159,2024-03-26 10:51,ICW0W2100479,28,10,1162,245,24.1,33,83,82
1160,2024-03-26 10:50,ICW0W2100489,14,4,319,2,24.1,31,82,97
1161,2024-03-26 10:50,ICW0W2100467,1,0,,6000,22.8,30,86,64
1162,2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
1163,2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
1164,2024-03-26 10:50,ICW0W2100462,3,0,317,1242,25.3,32,83,78
1165,2024-03-26 10:50,ICW0W2100460,4,1,529,0,21.3,32,74,100
1166,2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
1167,2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
1168,2024-03-26 10:50,ICW0W2100455,0,0,1102,0,23.5,39,74,96
1169,2024-03-26 10:50,ICW0W2000512,1,0,609,457,24.2,30,59,88
1170,2024-03-26 10:50,ICW0W2001000,0,0,30,35,16.2,37,60,100
1171,2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
1172,2024-03-26 10:50,ICW0W2000951,2,0,327,116,21.2,35,65,100
1173,2024-03-26 10:50,ICW0W2000956,4,2,1035,709,20.1,38,72,89
1174,2024-03-26 10:50,ICW0W2000996,3,3,911,8814,21.2,34,68,61
1175,2024-03-26 10:50,ICW0W2000991,0,0,621,207,19,35,62,100
1176,2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
1177,2024-03-26 10:50,ICW0W2000983,0,0,50,91,14.2,41,64,100
1178,2024-03-26 10:50,ICW0W2000955,1,1,539,55,13,40,65,96
1179,2024-03-26 10:50,ICW0W2000987,0,0,801,76,22.2,30,60,98
1180,2024-03-26 10:50,ICW0W2000978,0,0,420,40,15.7,35,43,97
1181,2024-03-26 10:50,ICW0W2000922,6,2,401,88,21.9,39,69,100
1182,2024-03-26 10:50,ICW0W2000926,3,1,391,1572,28.3,29,56,72
1183,2024-03-26 10:50,ICW0W2000977,0,0,762,124,21.2,34,56,98
1184,2024-03-26 10:50,ICW0W2000933,1,0,646,120,21.8,32,63,98
1185,2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
1186,2024-03-26 10:50,ICW0W2000973,6,4,816,265,20.5,36,69,98
1187,2024-03-26 10:50,ICW0W2000972,1,1,1314,117,23.2,31,70,86
1188,2024-03-26 10:50,ICW0W2000968,0,0,880,475,28.3,24,64,83
1189,2024-03-26 10:50,ICW0W2000944,0,0,822,255,18.8,38,86,99
1190,2024-03-26 10:50,ICW0W2000964,1,0,1082,268,18.3,35,70,94
1191,2024-03-26 10:50,ICW0W2000924,53,18,1035,51,21.6,35,80,92
1192,2024-03-26 10:50,ICW0W2000505,0,0,589,302,24.6,29,56,93
1193,2024-03-26 9:17,V01T1623100,1,1,319,127,22.6,30,30,100
1194,2024-03-26 10:50,V01T1623130,1,1,403,143,17.1,35,30,100
1195,2024-03-26 10:50,V01T1623129,43,19,620,151,23.7,28,41,91
1196,2024-03-26 10:50,V01T1623123,52,23,557,135,18.8,35,45,95
1197,2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
1198,2024-03-26 10:49,V01T1623118,27,13,433,183,23.4,26,41,94
1199,2024-03-26 10:49,V01T1623117,14,7,530,125,21.2,29,50,96
1200,2024-03-26 10:50,V01T1623116,34,16,2500,307,20.4,37,54,77
1201,2024-03-26 10:50,V01T1623113,1,1,432,134,25.5,21,30,96
1202,2024-03-26 10:50,V01T1623112,6,3,396,125,23.1,37,41,100
1203,2024-03-26 10:50,V01T1623109,3,1,2362,170,12.7,49,41,76
1204,2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
1205,2024-03-26 10:50,V01T1623105,1,1,394,151,18.3,33,30,99
1206,2024-03-26 10:50,V01T1623102,1,1,670,133,26.1,22,36,95
1207,2024-03-26 10:50,ICW0W2000503,0,0,499,136,21.3,36,58,100
1208,2024-03-26 10:50,ICW0W2000455,1,0,174,43,19.5,40,66,100
1209,2024-03-26 10:50,ICW0W2000447,0,0,442,339,21.9,33,48,97
1210,2024-03-26 10:50,ICW0W2000459,1,0,689,14,23.4,31,62,99
1211,2024-03-26 10:50,ICW0W2000507,0,0,738,98,24.3,30,57,95
1212,2024-03-26 10:50,ICW0W2000501,0,0,436,659,20.7,33,71,88
1213,2024-03-26 10:50,ICW0W2000500,0,0,2500,3,28.2,27,63,73
1214,2024-03-26 10:50,ICW0W2000380,19,4,416,135,15.4,42,61,97
1215,2024-03-26 10:50,ICW0W2000275,0,0,562,261,17.3,39,50,98
1216,2024-03-25 10:31,ICW0W2000388,11,3,592,248,17.8,35,53,96
1217,2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
1218,2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
1219,2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
1220,2024-03-26 10:50,ICW0W2000287,0,0,631,190,22.7,31,51,97
1221,2024-03-26 10:50,ICW0W2000398,3,0,540,32,25,28,61,96
1222,2024-03-26 10:50,ICW0W2000974,3,1,1972,1041,18.8,43,78,78
1223,2024-03-26 10:50,ICW0W2000248,1,0,1137,9,18.6,33,95,91
1224,2024-03-26 10:50,ICW0W2000262,1,0,471,16,14.4,41,71,100
1225,2024-03-26 10:49,ICW0W2100488,4,0,420,117,22.3,26,66,99
1226,2024-03-26 10:49,ICW0W2100506,0,0,72,5,8.5,57,59,100
1227,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
1228,2024-03-26 10:49,ICW0W2100582,1,0,685,787,20.7,33,81,84
1229,2024-03-26 10:49,ICW0W2100579,5,2,0,121,23.8,25,58,100
1230,2024-03-26 10:50,ICW0W2100562,1,0,559,193,23.1,25,60,98
1232,2024-03-26 13:53,ICW0W2100481,2,0,1255,1381,22.7,43,60,83
1233,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
1234,2024-03-26 13:53,ICW0W2100582,6,2,857,167,21.9,33,57,96
1235,2024-03-26 13:53,ICW0W2100579,2,0,0,277,25,24,60,96
1236,2024-03-26 13:54,ICW0W2100562,1,0,571,424,25.9,22,58,89
1237,2024-03-26 13:53,ICW0W2100560,0,0,1059,6000,24.7,29,65,69
1238,2024-03-26 13:53,ICW0W2100549,0,0,1117,60,20,36,70,95
1239,2024-03-26 13:53,ICW0W2100509,1,0,51,6000,23.7,31,61,71
1240,2024-03-26 13:53,ICW0W2100506,1,0,100,6,19.4,33,54,100
1241,2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
1242,2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
1243,2024-03-26 13:53,ICW0W2100497,1,0,1279,860,27.4,31,54,72
1244,2024-03-26 13:56,ICW0W2100491,0,0,1238,7865,26.2,29,66,63
1245,2024-03-26 13:53,ICW0W2100489,0,0,95,0,25.5,27,58,100
1246,2024-03-26 13:53,ICW0W2100488,1,0,382,30,22.7,24,64,100
1247,2024-03-26 13:53,ICW0W2100485,1,0,1065,0,23,35,64,97
1248,2024-03-26 13:54,ICW0W2100479,21,8,473,63,23.7,28,57,97
1249,2024-03-26 13:53,ICW0W2100467,0,0,,6000,23.9,30,84,64
1250,2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
1251,2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
1252,2024-03-26 13:53,ICW0W2100462,2,0,77,331,24.5,30,56,95
1253,2024-03-26 13:53,ICW0W2100460,0,0,487,0,22,30,59,100
1254,2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
1255,2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
1256,2024-03-26 13:53,ICW0W2100455,0,0,848,0,24.3,31,59,96
1257,2024-03-26 13:53,ICW0W2001000,1,0,377,121,17.9,39,80,100
1258,2024-03-26 13:53,ICW0W2000996,1,1,656,1253,21.7,35,50,83
1259,2024-03-26 13:53,ICW0W2000991,3,1,956,268,20.9,37,61,98
1260,2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
1261,2024-03-26 13:53,ICW0W2000987,1,1,872,241,23.6,30,60,95
1262,2024-03-26 13:53,ICW0W2000983,0,0,154,85,14.9,39,61,98
1263,2024-03-26 13:53,ICW0W2000978,0,0,454,32,16.1,35,44,100
1264,2024-03-26 13:53,ICW0W2000977,0,0,723,231,21.8,33,54,96
1265,2024-03-26 13:53,ICW0W2000974,0,0,1704,258,19.6,41,48,86
1266,2024-03-26 13:53,ICW0W2000973,0,0,801,1055,21.2,35,54,83
1267,2024-03-26 12:43,ICW0W2000972,1,1,960,156,22.7,29,76,96
1268,2024-03-26 13:53,ICW0W2000968,0,0,727,353,27.8,23,57,88
1269,2024-03-26 13:53,ICW0W2000964,1,1,502,83,19.3,31,56,99
1270,2024-03-26 13:53,ICW0W2000956,2,1,1046,5125,21.3,37,51,78
1271,2024-03-26 13:53,ICW0W2000955,2,1,543,98,15.5,36,63,95
1272,2024-03-26 13:53,ICW0W2000951,2,0,312,27,22,34,51,100
1273,2024-03-26 13:53,ICW0W2000944,0,0,858,158,19.7,39,72,100
1274,2024-03-26 13:53,ICW0W2000933,3,1,561,233,23,30,50,96
1275,2024-03-26 13:53,ICW0W2000926,2,0,234,526,27.2,30,50,84
1276,2024-03-26 13:53,ICW0W2000924,4,1,798,102,22.1,34,66,97
1277,2024-03-26 13:53,ICW0W2000922,3,1,447,48,23,39,58,100
1278,2024-03-26 13:53,V01T1623130,5,3,442,125,17.7,36,36,99
1279,2024-03-26 13:53,V01T1623129,1,1,549,125,24.9,26,31,95
1280,2024-03-26 13:53,V01T1623123,1,1,523,139,23.8,30,30,98
1281,2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
1282,2024-03-26 13:52,V01T1623118,1,1,871,384,25.2,34,39,91
1283,2024-03-26 13:52,V01T1623117,10,5,468,125,22.2,26,38,97
1284,2024-03-26 13:53,V01T1623116,34,16,2500,143,22,38,38,78
1285,2024-03-26 13:53,V01T1623113,11,6,658,133,25.5,24,31,93
1286,2024-03-26 13:53,V01T1623112,4,2,822,661,26.5,26,41,83
1287,2024-03-26 13:53,V01T1623109,1,1,2327,162,13.1,47,41,76
1288,2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
1289,2024-03-26 13:53,V01T1623105,6,3,459,132,18.8,32,37,98
1290,2024-03-26 13:53,V01T1623102,11,5,785,227,25.9,22,41,91
1291,2024-03-26 13:53,V01T1623100,69,28,790,284,25.2,33,30,84
1292,2024-03-26 13:53,ICW0W2000512,1,0,521,4430,19.6,34,62,73
1293,2024-03-26 13:53,ICW0W2000507,1,0,758,170,25.5,30,56,94
1294,2024-03-26 13:53,ICW0W2000505,0,0,589,288,25.4,31,54,93
1295,2024-03-26 13:53,ICW0W2000503,0,0,620,391,24,33,62,95
1296,2024-03-26 13:53,ICW0W2000501,7,1,414,1324,22,30,75,80
1297,2024-03-26 13:53,ICW0W2000500,0,0,2500,224,24.2,32,63,75
1298,2024-03-26 13:53,ICW0W2000459,1,0,648,14,26.4,27,67,96
1299,2024-03-26 13:53,ICW0W2000455,1,0,172,54,20.4,41,71,100
1300,2024-03-26 13:53,ICW0W2000447,1,0,465,129,21.3,34,65,99
1301,2024-03-26 13:53,ICW0W2000398,3,0,515,32,25.8,26,60,97
1302,2024-03-25 10:31,ICW0W2000388,11,3,592,248,17.8,35,53,96
1303,2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
1304,2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
1305,2024-03-26 13:53,ICW0W2000380,2,0,497,147,17.9,39,65,100
1306,2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
1307,2024-03-26 13:53,ICW0W2000287,0,0,749,174,22.4,32,52,97
1308,2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
1309,2024-03-26 13:53,ICW0W2000275,0,0,711,190,18.2,40,50,100
1310,2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
1311,2024-03-26 13:53,ICW0W2000262,3,0,514,10,15.4,39,62,97
1312,2024-03-26 13:53,ICW0W2000248,0,0,1822,59,21.3,31,64,81
1313,2024-03-26 13:52,ICW0W2100481,1,0,1245,1401,22.7,43,60,83
1314,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
1315,2024-03-26 13:52,ICW0W2100582,6,2,854,178,21.9,33,58,96
1316,2024-03-26 13:52,ICW0W2100579,2,0,0,285,24.9,24,59,96
1317,2024-03-26 13:53,ICW0W2100562,1,0,562,433,25.8,22,62,89
1318,2024-03-26 13:52,ICW0W2100560,0,0,1052,6000,24.7,29,64,69
1320,2024-03-26 16:50,ICW0W2100481,0,0,1550,5541,22,43,63,72
1321,2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
1322,2024-03-26 16:50,ICW0W2100582,6,2,616,44,22.3,30,61,98
1323,2024-03-26 16:50,ICW0W2100579,3,1,0,1046,25.8,22,65,79
1324,2024-03-26 16:51,ICW0W2100562,2,1,636,1391,26.4,21,70,76
1325,2024-03-26 16:50,ICW0W2100560,1,0,522,6000,23.7,25,56,69
1326,2024-03-26 16:50,ICW0W2100549,5,2,1678,270,20.4,40,73,86
1327,2024-03-26 16:50,ICW0W2100509,4,1,151,6000,24,29,71,71
1328,2024-03-26 16:50,ICW0W2100506,0,0,33,2,14.1,41,68,100
1329,2024-03-19 17:57,ICW0W2100499,33,13,500,548,20.5,30,82,86
1330,2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
1331,2024-03-26 16:50,ICW0W2100497,5000,2100,556,23,25.9,23,55,37
1332,2024-03-26 16:53,ICW0W2100491,1,0,802,60000,24.4,27,63,57
1333,2024-03-26 16:50,ICW0W2100489,0,0,95,6,26.3,25,58,99
1334,2024-03-26 16:50,ICW0W2100488,3,0,407,90,22.5,24,63,100
1335,2024-03-26 16:50,ICW0W2100485,3,0,1124,0,23.1,36,65,96
1336,2024-03-26 16:50,ICW0W2100479,15,5,987,99,24.8,31,62,92
1337,2024-03-26 16:50,ICW0W2100467,1,0,,6000,23.9,25,86,64
1338,2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
1339,2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
1340,2024-03-26 16:50,ICW0W2100462,1,0,243,1025,25,27,57,79
1341,2024-03-26 16:50,ICW0W2100460,1,0,1565,0,22.8,35,71,86
1342,2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
1343,2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
1344,2024-03-26 16:50,ICW0W2100455,4,0,972,0,23.3,33,70,98
1345,2024-03-26 16:50,ICW0W2001000,1,1,134,126,17.1,38,52,100
1346,2024-03-26 16:50,ICW0W2000996,1,1,557,1832,21.6,32,54,78
1347,2024-03-26 16:50,ICW0W2000991,4,3,443,2,18.8,33,68,100
1348,2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
1349,2024-03-26 16:50,ICW0W2000987,0,0,685,257,23,30,60,96
1350,2024-03-26 16:50,ICW0W2000983,0,0,145,53,15.3,39,61,99
1351,2024-03-26 16:50,ICW0W2000978,1,1,565,41,16.4,38,49,100
1352,2024-03-26 16:50,ICW0W2000977,0,0,562,320,22.3,31,56,96
1353,2024-03-26 16:50,ICW0W2000974,1,1,650,1382,18.8,34,61,79
1354,2024-03-26 16:50,ICW0W2000973,0,0,791,1551,21.6,33,56,78
1355,2024-03-26 12:43,ICW0W2000972,1,1,960,156,22.7,29,76,96
1356,2024-03-26 16:50,ICW0W2000968,1,1,525,182,27.2,22,68,91
1357,2024-03-26 16:50,ICW0W2000964,4,3,426,18,17.8,30,57,97
1358,2024-03-26 16:50,ICW0W2000956,4,3,730,6000,21.1,35,57,72
1359,2024-03-26 16:50,ICW0W2000955,2,1,458,137,19,32,53,99
